Pixels	Line 8	Line 7	Line 6	Line 5	Line 4	Line 3	Line 2	Line 1
730.000	311.221	181.895	170.118	182.416	192.055	188.461	283.926	79.862
731.000	92.578	391.977	168.360	84.942	368.272	478.019	170.369	130.673
732.000	54.791	586.999	149.392	249.735	349.082	238.577	156.674	202.766
733.000	268.056	334.453	148.803	350.707	303.607	42.309	189.124	180.725
734.000	138.056	108.634	187.667	106.532	195.144	68.085	456.533	143.437
735.000	53.937	68.324	149.038	194.470	173.533	424.335	305.460	173.279
736.000	160.197	39.169	119.558	134.116	188.461	207.604	165.865	354.331
737.000	121.677	132.222	120.509	209.276	316.522	251.263	234.717	311.903
738.000	177.625	331.284	23.424	111.163	414.454	109.238	229.571	63.698
739.000	76.449	115.270	21.236	125.432	418.787	65.560	212.500	150.929
740.000	180.596	66.344	56.519	170.621	313.097	13.272	168.360	290.139
741.000	210.115	83.173	77.550	217.737	238.726	228.986	41.684	242.619
742.000	300.588	145.758	35.226	306.811	345.306	401.201	378.904	97.851
743.000	182.416	90.546	133.000	349.984	336.221	235.605	424.733	42.624
744.000	148.567	16.390	67.925	229.132	221.742	158.370	172.391	45.311
745.000	102.487	10.925	31.223	365.130	197.713	320.137	147.159	43.574
746.000	169.866	23.237	28.225	136.135	173.660	57.906	99.288	24.463
747.000	228.257	19.708	74.022	216.031	133.223	197.036	173.152	123.387
748.000	123.816	13.202	133.000	197.713	61.939	258.349	108.835	398.115
749.000	59.458	35.341	107.530	259.747	87.271	615.871	60.956	187.799
750.000	270.590	22.913	236.643	87.812	283.764	402.556	201.668	81.945
751.000	190.720	26.958	133.446	113.927	112.694	168.610	91.744	252.948
752.000	153.908	51.832	84.144	219.306	9.183	194.739	75.440	425.728
753.000	236.940	21.818	176.854	251.722	70.252	224.337	122.958	281.978
754.000	167.360	51.001	158.248	181.375	95.008	224.481	145.408	298.917
755.000	244.426	34.429	43.447	147.159	112.592	444.041	185.295	431.322
756.000	268.214	60.055	6.891	90.822	165.120	224.192	269.163	416.815
757.000	60.279	70.819	125.648	232.946	165.865	64.781	336.044	408.191
758.000	262.867	51.001	276.335	403.524	210.815	82.207	173.152	404.883
759.000	289.154	20.970	231.035	397.922	210.955	226.220	212.078	361.084
760.000	242.168	28.122	248.212	232.357	262.867	227.237	330.933	311.903
761.000	241.718	64.704	217.025	160.319	352.335	220.308	240.219	142.859
762.000	251.110	100.736	222.462	234.865	432.325	241.568	338.170	106.631
763.000	408.386	101.124	263.806	423.541	301.593	382.293	245.332	162.526
764.000	358.521	26.459	273.295	217.310	129.573	428.321	94.632	135.236
765.000	256.027	102.682	231.329	214.333	165.120	92.950	87.451	207.744
766.000	170.874	286.207	194.201	159.587	247.605	116.413	90.638	95.102
767.000	139.420	157.642	123.494	67.528	99.481	178.785	208.300	155.348
768.000	222.318	34.656	205.939	115.478	46.884	205.386	167.235	259.747
769.000	110.046	140.105	114.546	162.280	32.862	309.861	204.833	261.304
770.000	31.493	116.934	134.563	109.743	64.007	208.440	179.818	171.505
771.000	89.996	65.873	161.053	82.382	149.510	260.213	201.394	141.134
772.000	235.605	51.416	173.152	134.563	234.421	82.733	85.120	140.447
773.000	315.664	57.393	142.283	144.247	230.742	91.375	211.937	208.718
774.000	346.024	64.704	248.821	222.318	122.530	110.553	154.987	228.402
775.000	197.036	29.679	319.965	119.769	115.581	98.233	92.392	151.167
776.000	30.207	38.089	246.846	136.360	90.546	97.755	151.998	417.603
777.000	54.648	31.008	75.524	267.898	102.780	121.784	127.276	491.832
778.000	47.016	64.161	98.808	189.788	221.455	94.538	117.143	181.245
779.000	114.443	149.392	135.573	83.525	231.035	52.599	181.505	160.686
780.000	278.102	150.337	77.805	169.112	185.163	57.028	141.823	213.909
781.000	328.654	135.123	92.114	208.161	219.735	118.610	27.562	91.929
782.000	395.040	144.131	117.038	269.955	159.830	133.781	62.930	27.664
783.000	151.048	142.168	130.122	299.418	226.655	201.394	82.645	81.422
784.000	75.105	180.725	117.352	58.495	369.198	162.895	53.937	115.374
785.000	91.282	365.130	185.426	125.108	221.312	96.519	178.011	157.884
786.000	111.061	204.005	71.634	235.605	149.392	141.020	214.615	273.774
787.000	54.008	102.096	22.089	225.930	63.775	419.578	208.161	236.198
788.000	35.112	72.288	50.246	336.044	26.658	197.713	79.259	240.219
789.000	131.005	46.620	102.292	217.879	66.580	85.388	81.161	191.387
790.000	188.859	157.037	224.481	233.831	93.416	197.036	55.651	121.997
791.000	64.937	248.973	239.621	92.392	101.609	209.556	10.798	93.696
792.000	99.000	95.479	119.347	86.461	165.865	150.574	24.606	47.880
793.000	269.955	34.203	114.236	234.421	237.832	299.919	34.203	23.377
794.000	270.748	75.524	203.454	349.623	259.280	308.334	42.624	9.008
795.000	228.840	94.914	105.043	234.569	284.577	528.446	82.470	21.863
796.000	221.025	116.830	52.389	287.188	271.861	373.849	53.654	34.034
797.000	363.288	125.540	26.063	137.829	153.669	282.951	34.316	64.781
798.000	228.986	95.762	32.972	97.660	197.442	184.770	125.756	147.863
799.000	139.078	73.359	60.130	91.652	173.915	104.944	107.230	174.552
800.000	59.831	87.993	103.074	167.984	147.511	247.605	61.409	163.759
801.000	127.603	252.488	117.980	134.563	134.563	141.593	221.312	142.283
802.000	69.284	180.596	121.252	92.485	61.711	121.358	124.353	168.110
803.000	103.859	134.899	159.709	103.466	75.356	341.194	62.548	354.513
804.000	50.795	199.618	161.175	111.163	146.925	139.762	53.090	442.416
805.000	109.945	118.610	179.172	188.064	225.640	19.836	143.668	480.978
806.000	124.031	64.781	114.856	117.247	151.404	142.859	202.904	431.122
807.000	86.820	37.142	11.150	95.856	174.934	248.821	238.279	343.157
808.000	53.442	125.432	14.130	269.638	95.856	167.360	70.657	343.157
809.000	30.686	102.585	16.468	395.231	124.138	302.431	77.295	394.848
810.000	25.867	75.944	36.673	329.004	132.222	218.307	343.336	186.084
811.000	51.623	165.492	111.163	430.721	192.992	55.292	123.172	102.682
812.000	75.440	283.764	58.568	279.875	87.993	166.487	42.247	102.487
813.000	92.764	244.577	25.524	238.279	109.238	290.468	49.700	122.637
814.000	63.852	217.025	20.312	237.089	81.422	103.859	54.577	222.750
815.000	71.797	171.379	25.087	179.301	46.686	216.315	104.944	286.861
816.000	167.235	66.265	50.657	158.978	14.239	280.683	123.172	381.161
817.000	230.302	12.819	92.578	133.557	70.414	119.030	76.196	166.362
818.000	173.915	71.552	96.329	407.801	132.222	95.290	116.413	111.367
819.000	199.073	131.779	180.466	323.427	70.982	124.031	245.483	145.525
820.000	163.512	198.801	103.663	180.466	61.636	76.618	121.571	28.792
821.000	104.549	153.310	19.836	76.112	102.878	52.529	87.090	39.775
822.000	104.944	76.196	33.921	155.228	216.741	77.720	151.642	58.568
823.000	177.368	158.370	143.900	70.090	256.645	142.283	174.679	32.531
824.000	170.495	170.495	171.000	8.215	120.403	226.075	173.533	108.533
825.000	57.685	185.295	119.663	24.035	116.205	373.289	180.336	107.830
826.000	40.878	188.594	199.345	111.061	232.357	312.414	30.900	29.207
827.000	174.042	102.878	248.212	158.978	215.323	201.531	44.922	23.331
828.000	312.756	40.570	76.028	145.292	106.333	142.283	86.641	34.372
829.000	180.207	18.031	66.659	99.384	157.037	107.430	67.925	103.270
830.000	175.318	11.344	80.034	42.184	144.363	126.949	119.769	218.164
831.000	269.321	39.592	50.383	9.507	92.300	207.326	248.973	220.308
832.000	229.132	21.459	75.776	48.887	198.937	303.607	218.164	145.176
833.000	77.295	76.703	37.732	95.290	102.682	163.635	204.143	148.332
834.000	29.207	245.030	16.040	149.628	235.753	201.942	116.517	245.181
835.000	228.694	178.914	24.510	268.056	377.215	152.952	71.307	290.633
836.000	359.619	106.731	30.793	287.515	225.640	45.311	144.943	254.947
837.000	147.863	100.155	49.700	288.170	270.431	122.424	139.762	272.020
838.000	135.460	80.553	22.591	226.220	225.930	212.922	70.333	187.403
839.000	198.937	91.652	4.265	78.916	242.168	215.464	88.447	97.851
840.000	135.011	79.776	10.112	17.101	288.662	143.206	42.813	137.829
841.000	93.882	53.090	24.991	127.930	239.621	217.310	13.591	253.409
842.000	87.812	82.207	134.787	98.520	313.609	202.491	26.608	322.559
843.000	46.357	58.273	120.509	53.371	387.974	238.577	239.771	551.997
844.000	137.490	107.330	36.091	136.586	288.990	526.451	258.039	443.635
845.000	324.817	159.343	56.737	45.052	308.164	220.021	110.553	352.517
846.000	200.710	135.011	199.891	14.130	293.271	190.987	29.626	282.951
847.000	83.349	159.221	213.486	80.727	250.804	132.556	144.363	170.495
848.000	100.930	312.926	102.780	83.349	204.419	180.596	427.921	168.736
849.000	159.709	283.601	139.306	149.510	276.014	178.914	377.777	111.876
850.000	303.607	150.456	91.467	55.436	170.874	805.303	348.001	45.767
851.000	256.800	111.163	55.651	43.511	135.460	593.094	285.555	21.773
852.000	66.501	212.781	84.942	341.907	146.574	371.427	206.771	29.574
853.000	21.953	112.387	89.996	412.099	258.194	337.106	110.960	66.580
854.000	63.391	66.817	54.862	161.298	203.729	273.136	29.051	179.818
855.000	100.445	151.523	84.587	170.748	216.031	199.754	34.827	312.414
856.000	180.596	295.258	164.996	199.345	134.563	69.606	29.312	312.414
857.000	299.251	316.350	210.535	92.764	198.528	285.229	7.407	434.937
858.000	136.135	166.487	198.801	208.718	145.525	373.103	37.201	280.037
859.000	214.333	106.532	162.772	283.276	191.521	505.842	122.424	126.732
860.000	364.024	107.630	97.946	156.795	165.492	113.002	120.721	212.640
861.000	140.219	158.491	57.979	164.129	211.516	69.767	28.482	274.253
862.000	49.428	104.352	68.404	378.153	297.584	66.580	123.387	291.785
863.000	43.957	133.781	58.421	268.688	211.797	210.255	114.236	179.430
864.000	87.180	168.110	99.577	221.312	121.464	108.634	47.347	41.311
865.000	245.181	61.636	67.608	441.402	97.660	144.363	14.202	67.212
866.000	397.730	126.298	15.848	380.785	318.585	79.689	26.958	168.485
867.000	247.149	176.854	77.295	208.579	334.983	166.362	12.272	125.216
868.000	265.376	96.140	163.635	118.820	529.556	473.598	37.319	406.632
869.000	318.241	126.189	81.422	107.230	247.605	255.102	62.854	844.662
870.000	296.253	252.181	132.001	169.238	109.945	122.851	183.983	203.041
871.000	330.933	300.421	219.449	198.937	184.114	77.550	347.102	127.276
872.000	310.201	281.007	118.400	206.632	250.040	180.985	332.163	89.265
873.000	266.478	134.116	111.672	397.537	123.065	156.916	234.421	127.167
874.000	191.654	99.962	110.858	356.332	126.623	90.179	236.495	309.012
875.000	183.199	343.157	107.830	127.167	129.902	25.136	153.310	287.515
876.000	235.309	369.569	113.207	175.445	74.438	40.755	38.029	152.117
877.000	207.049	315.150	49.973	159.221	135.348	253.255	51.208	125.648
878.000	243.672	207.465	23.424	214.898	124.461	653.553	83.525	172.771
879.000	375.717	109.036	41.559	265.691	46.291	340.837	92.950	388.925
880.000	500.863	83.790	155.228	145.641	11.638	237.981	131.115	461.703
881.000	322.906	34.146	179.948	175.701	59.980	118.085	77.211	293.271
882.000	311.903	16.040	70.738	244.879	121.571	138.396	78.402	308.334
883.000	309.351	24.225	123.065	156.433	73.773	151.642	121.146	341.729
884.000	141.364	62.167	158.248	96.329	147.863	125.216	206.355	295.423
885.000	104.647	152.952	101.221	132.001	230.010	108.332	264.120	439.579
886.000	69.445	114.340	79.345	186.479	94.444	240.968	257.419	316.350
887.000	107.830	55.364	124.246	341.907	84.676	224.626	214.474	527.559
888.000	182.025	72.042	187.271	619.950	126.949	148.921	288.990	510.193
889.000	126.623	134.451	154.387	524.239	211.236	270.590	295.755	250.193
890.000	179.430	117.247	74.105	324.295	73.359	146.108	247.908	157.763
891.000	170.118	93.416	146.691	218.449	70.252	195.953	175.318	205.109
892.000	452.829	79.345	82.120	151.879	46.686	243.220	157.037	326.035
893.000	530.000	104.944	108.332	172.518	124.138	267.424	126.406	186.216
894.000	402.749	113.927	185.689	227.674	82.821	188.329	131.115	145.176
895.000	402.943	151.167	130.673	272.498	82.645	196.900	155.830	100.542
896.000	219.163	129.243	93.976	220.881	148.450	205.109	159.953	110.249
897.000	122.744	34.146	87.271	114.133	219.449	668.440	224.771	151.048
898.000	181.895	27.562	85.834	177.497	91.559	386.265	314.978	220.451
899.000	137.943	127.058	111.061	235.753	237.683	134.227	309.012	240.668
900.000	45.898	261.616	157.763	192.189	481.189	184.507	172.771	200.710
901.000	65.560	201.942	143.552	156.795	171.631	188.461	123.279	332.339
902.000	253.255	102.487	100.639	159.221	53.795	160.197	191.521	280.683
903.000	291.950	200.300	166.736	199.345	121.146	135.460	177.239	131.336
904.000	194.335	344.410	158.491	141.593	183.460	275.693	96.614	112.694
905.000	173.406	263.023	145.292	304.449	165.989	266.163	200.984	79.259
906.000	183.068	213.909	90.088	184.770	46.029	229.717	287.351	63.544
907.000	165.616	229.717	48.887	86.730	145.292	197.307	266.320	130.343
908.000	223.326	352.879	92.300	98.233	184.507	229.132	200.847	257.574
909.000	212.219	331.987	229.424	60.130	75.105	214.474	192.724	274.733
910.000	111.978	115.893	361.084	54.292	220.165	220.165	154.387	206.632
911.000	98.520	44.471	189.124	23.331	141.938	108.332	78.232	119.452
912.000	126.298	78.830	83.613	19.965	206.216	18.609	118.925	89.448
913.000	133.446	132.889	28.122	87.451	142.629	131.668	126.732	137.603
914.000	167.609	200.027	109.238	251.722	133.669	171.631	80.900	190.054
915.000	209.556	213.345	276.335	229.132	206.216	207.465	123.708	166.362
916.000	248.212	268.056	84.232	276.014	157.037	174.169	78.402	204.695
917.000	276.335	253.870	19.451	186.084	288.334	80.813	132.222	318.930
918.000	182.938	167.984	12.442	44.278	376.466	255.564	224.626	246.998
919.000	154.747	190.987	21.369	59.309	359.802	309.691	213.909	252.795
920.000	139.648	251.110	17.101	118.505	380.032	167.609	189.921	276.977
921.000	115.997	191.120	25.427	216.741	255.718	51.554	208.579	271.384
922.000	203.041	85.388	78.232	284.577	119.452	120.403	228.548	183.983
923.000	322.386	52.180	97.279	332.867	142.975	70.252	194.335	261.148
924.000	322.906	59.087	44.214	191.120	140.333	162.034	155.228	244.124
925.000	321.867	37.319	97.946	80.380	294.595	248.060	47.947	233.241
926.000	318.241	15.771	98.329	148.567	315.492	248.669	22.225	230.742
927.000	273.934	102.194	128.258	173.406	258.039	209.695	68.244	397.537
928.000	156.674	144.363	299.084	85.298	172.898	118.190	305.966	244.577
929.000	65.795	74.604	153.788	21.191	217.595	258.349	291.291	121.039
930.000	57.101	177.625	29.207	8.105	345.665	294.098	75.860	118.295
931.000	91.006	367.161	13.449	19.155	364.024	219.163	117.352	213.768
932.000	209.556	247.908	75.776	129.243	450.983	78.232	70.171	89.448
933.000	260.369	165.989	224.192	237.386	251.875	28.637	133.334	33.585
934.000	247.149	298.083	71.634	281.492	188.196	99.000	161.175	137.829
935.000	303.439	233.093	14.679	254.485	213.345	95.856	87.090	86.102
936.000	206.494	233.978	0.960	115.063	471.291	240.369	93.789	51.001
937.000	214.898	161.175	4.778	96.424	426.525	504.975	134.227	31.765
938.000	162.895	221.455	9.687	90.914	92.764	319.965	174.807	240.968
939.000	227.674	344.768	15.314	35.284	142.975	197.036	228.402	215.040
940.000	197.307	107.330	46.950	8.438	246.240	239.323	253.255	35.226
941.000	113.105	147.393	87.812	20.009	322.559	177.625	206.494	39.714
942.000	84.942	203.316	84.764	80.121	159.709	245.786	136.248	213.063
943.000	77.890	133.781	20.970	219.449	24.272	240.519	133.781	321.174
944.000	103.368	144.711	21.058	199.754	62.777	317.725	110.148	138.056
945.000	134.563	151.048	103.270	174.297	100.736	363.656	62.015	457.152
946.000	242.318	141.249	131.005	138.851	125.540	198.121	52.389	318.585
947.000	269.638	82.470	101.609	120.615	61.863	275.373	57.979	217.737
948.000	230.595	40.509	54.934	240.519	69.044	230.889	49.700	269.479
949.000	336.575	97.851	50.383	245.786	255.564	209.835	26.310	431.923
950.000	306.135	247.149	83.790	85.120	156.312	193.529	42.247	260.369
951.000	225.640	172.011	49.973	46.950	136.924	180.336	77.380	234.421
952.000	232.799	126.841	78.659	62.854	167.859	137.943	67.846	200.710
953.000	244.124	127.276	113.516	29.995	188.461	70.982	231.329	335.513
954.000	319.965	133.000	113.310	34.542	178.398	138.169	403.331	372.171
955.000	227.237	154.627	204.419	95.573	144.943	237.237	367.161	318.930
956.000	78.061	77.550	166.861	82.733	195.818	191.921	288.990	230.302
957.000	171.884	48.215	93.509	128.914	182.416	92.857	111.163	296.918
958.000	207.326	34.941	37.732	164.129	143.668	55.220	84.144	506.277
959.000	120.403	97.660	13.733	146.458	165.492	92.485	140.219	534.230
960.000	104.746	151.879	27.969	166.362	206.078	117.666	102.487	365.868
961.000	234.717	142.975	45.898	71.389	309.012	101.318	115.685	203.867
962.000	186.611	211.937	120.191	30.473	364.393	136.360	143.668	218.449
963.000	349.443	312.585	168.987	36.265	128.586	85.745	115.893	63.621
964.000	450.368	238.875	113.824	83.878	88.265	66.817	127.385	68.723
965.000	355.968	245.786	188.329	102.194	28.947	58.200	122.958	71.961
966.000	223.470	245.181	45.181	18.319	19.366	50.383	187.535	75.189
967.000	100.736	131.668	80.640	99.384	76.449	125.324	202.080	42.561
968.000	199.618	111.265	47.680	225.785	114.856	60.279	156.553	79.173
969.000	270.431	205.247	18.818	117.038	135.910	37.732	91.837	147.159
970.000	214.191	177.754	43.383	278.585	92.114	211.516	129.682	98.042
971.000	111.978	124.246	70.900	281.654	232.357	177.754	207.744	101.221
972.000	165.368	87.993	98.137	240.818	233.536	95.385	184.639	282.140
973.000	241.118	87.271	131.890	247.149	451.803	75.440	353.786	112.183
974.000	258.504	187.403	96.140	192.590	465.027	175.318	112.387	68.324
975.000	145.758	323.253	93.229	98.808	341.015	266.163	99.769	32.201
976.000	177.882	267.108	102.292	218.735	289.646	206.632	213.204	83.437
977.000	169.238	86.820	167.734	287.351	328.479	155.830	201.531	71.389
978.000	130.232	180.855	29.626	188.991	445.466	183.068	204.419	140.905
979.000	248.973	157.521	28.276	192.055	404.883	221.312	356.696	454.062
980.000	301.425	133.557	27.259	242.168	416.815	113.824	474.229	372.171
981.000	270.907	193.529	51.971	215.040	305.122	105.836	470.872	391.786
982.000	359.436	124.031	103.074	82.733	35.112	138.737	524.239	205.386
983.000	411.121	30.048	63.930	99.577	117.456	100.542	261.773	163.882
984.000	347.821	65.170	92.950	235.013	65.326	117.980	122.210	212.640
985.000	321.347	100.930	76.703	319.102	29.312	93.229	205.939	253.255
986.000	301.425	290.139	124.569	344.589	225.640	89.630	275.533	70.900
987.000	328.130	139.078	4.611	348.902	277.137	106.034	304.954	68.723
988.000	209.835	104.647	8.382	184.114	31.008	109.238	198.392	138.851
989.000	217.025	211.376	11.118	123.065	12.785	147.511	104.154	248.821
990.000	266.635	186.611	16.312	83.525	107.730	225.350	102.487	289.811
991.000	414.454	141.020	23.424	99.192	169.489	248.364	152.355	278.424
992.000	355.422	171.631	69.928	111.061	168.861	196.629	185.295	503.891
993.000	186.743	153.429	177.111	156.795	115.167	124.676	121.358	200.984
994.000	338.170	210.815	186.479	210.675	60.354	224.192	104.845	105.736
995.000	339.236	284.577	59.980	135.685	35.801	330.582	195.009	561.104
996.000	184.639	479.286	53.583	89.265	250.804	192.858	163.265	302.263
997.000	171.505	682.738	48.014	72.617	504.975	160.075	92.392	165.616
998.000	191.788	298.083	56.737	111.265	367.531	136.811	35.398	184.507
999.000	331.284	88.084	21.325	104.647	346.383	176.983	49.361	208.440
1000.000	327.780	27.008	8.438	54.862	365.868	273.934	86.820	85.745
1001.000	238.875	10.515	21.818	17.908	214.333	219.163	83.261	79.173
1002.000	263.493	33.139	41.934	51.416	134.899	245.332	27.310	221.742
1003.000	183.460	32.641	57.393	34.034	80.467	347.281	8.105	38.387
1004.000	87.361	78.146	121.784	31.061	76.112	200.984	43.003	137.376
1005.000	257.729	236.050	177.239	92.857	62.930	178.656	87.090	323.253
1006.000	340.659	153.669	146.691	153.071	128.586	103.466	165.368	77.126
1007.000	390.831	156.312	119.769	147.863	98.904	125.864	153.190	101.512
1008.000	205.109	321.867	125.973	135.348	105.935	257.419	123.708	23.052
1009.000	272.976	235.605	162.157	167.734	172.898	126.515	253.409	194.739
1010.000	167.360	99.384	110.655	111.163	156.553	295.921	195.278	273.295
1011.000	146.691	56.084	168.610	82.032	394.656	486.922	80.813	90.914
1012.000	162.649	66.344	314.978	39.592	119.452	289.811	105.836	134.451
1013.000	232.652	109.036	213.909	56.156	50.520	189.921	111.672	242.769
1014.000	250.346	47.480	122.317	170.621	357.061	74.688	287.024	232.504
1015.000	214.333	47.347	105.241	224.048	465.651	64.239	261.304	265.219
1016.000	197.307	260.681	88.447	252.641	218.164	217.025	81.509	156.674
1017.000	170.118	208.858	213.204	109.339	259.591	195.009	86.282	192.992
1018.000	261.460	113.927	194.470	103.172	406.438	107.030	164.377	74.521
1019.000	214.898	288.334	219.449	96.329	272.976	261.304	103.663	164.748
1020.000	59.980	215.890	193.395	66.344	143.900	321.867	115.478	35.975
1021.000	124.676	150.101	130.343	106.631	231.769	337.460	192.992	62.548
1022.000	328.130	134.899	36.033	146.925	309.691	172.898	364.946	144.247
1023.000	234.865	155.830	138.510	275.854	181.895	107.430	387.784	224.192
1024.000	31.602	98.042	174.552	271.861	43.066	268.214	158.613	298.750
1025.000	136.360	134.116	103.172	375.343	57.906	190.853	108.634	353.060
1026.000	163.142	193.663	100.833	384.750	19.579	46.160	282.302	317.725
1027.000	130.784	297.251	94.820	302.599	21.236	59.532	261.773	376.278
1028.000	360.534	442.619	27.816	277.620	84.587	99.096	79.776	299.084
1029.000	497.628	237.832	93.229	216.173	75.273	154.148	103.172	24.894
1030.000	92.022	129.133	291.291	113.002	44.214	188.594	32.806	11.377
1031.000	89.174	15.314	160.075	100.445	89.630	92.764	120.721	52.249
1032.000	78.317	47.813	96.424	175.701	133.223	16.942	312.414	65.795
1033.000	208.997	40.816	257.109	163.759	113.516	93.882	109.339	50.520
1034.000	289.646	57.466	75.273	81.683	224.771	272.976	90.271	14.348
1035.000	127.058	162.772	57.174	17.868	439.579	239.920	216.457	29.155
1036.000	112.285	272.179	31.493	67.528	194.739	282.302	83.790	36.033
1037.000	226.946	269.321	55.005	196.494	288.990	258.814	153.788	89.356
1038.000	206.771	175.957	144.711	218.164	314.122	302.599	123.923	173.660
1039.000	124.138	175.318	209.835	271.861	207.604	324.643	86.910	308.164
1040.000	238.726	173.279	155.589	110.148	166.238	172.518	97.660	52.249
1041.000	144.711	104.154	193.798	297.917	114.649	42.750	94.726	208.022
1042.000	174.679	238.279	222.750	419.182	189.522	52.739	101.512	200.710
1043.000	173.152	177.754	97.755	306.642	22.453	124.569	208.440	156.312
1044.000	82.909	462.740	24.991	355.240	41.187	123.387	260.992	97.851
1045.000	151.048	202.629	131.005	341.015	6.967	188.726	179.689	50.314
1046.000	108.131	117.456	226.075	250.498	18.154	164.624	200.710	78.830
1047.000	80.034	122.958	32.641	227.092	138.283	323.253	255.873	84.409
1048.000	77.635	353.423	37.614	331.635	204.833	248.060	297.084	48.550
1049.000	65.404	161.175	49.090	258.039	234.274	326.558	100.252	96.519
1050.000	129.243	106.034	360.168	116.830	42.750	289.811	21.014	181.505
1051.000	176.598	94.444	188.064	77.041	128.805	169.489	78.232	156.191
1052.000	201.531	159.709	121.039	133.781	231.035	307.487	210.115	57.320
1053.000	247.605	294.098	263.650	153.549	282.951	277.941	264.120	10.359
1054.000	141.593	165.865	170.243	88.537	212.078	236.346	316.865	61.711
1055.000	211.797	127.494	325.165	59.980	189.124	213.486	204.005	78.745
1056.000	198.392	63.007	333.924	27.816	158.248	169.614	272.657	164.624
1057.000	169.363	25.719	156.795	119.241	183.330	216.031	197.036	31.439
1058.000	147.511	17.990	156.795	183.983	36.439	285.392	118.715	53.442
1059.000	228.840	43.003	310.201	112.899	89.265	390.259	20.705	117.770
1060.000	33.753	165.120	316.007	168.987	9.478	114.649	25.232	230.156
1061.000	10.173	182.807	421.359	67.053	8.893	59.681	144.943	409.947
1062.000	43.256	83.173	168.235	126.732	6.992	135.460	323.253	213.909
1063.000	40.755	25.475	222.606	135.123	0.228	139.762	277.620	370.497
1064.000	34.713	19.281	499.352	150.101	0.228	288.990	211.937	217.452
1065.000	27.562	121.677	378.153	74.354	0.626	288.334	95.668	81.161
1066.000	118.400	144.827	324.295	105.439	11.671	65.952	196.088	154.507
1067.000	178.785	324.991	53.019	186.479	11.704	71.063	182.025	306.135
1068.000	170.495	188.726	94.632	158.248	4.049	200.300	155.228	46.422
1069.000	85.120	107.130	137.829	111.672	49.157	281.007	63.084	33.306
1070.000	33.865	91.559	202.629	91.467	70.657	169.866	58.053	43.702
1071.000	38.148	82.821	270.748	199.891	29.574	242.318	109.238	342.443
1072.000	96.424	121.677	245.030	112.490	5.915	311.562	89.265	250.040
1073.000	167.859	114.960	252.181	60.956	55.220	291.291	82.207	362.369
1074.000	30.526	68.723	174.934	66.423	21.147	317.897	126.298	147.745
1075.000	29.889	163.512	128.476	179.948	58.864	260.525	139.990	66.344
1076.000	229.717	123.065	153.190	69.606	266.793	320.829	60.055	220.308
1077.000	251.110	143.900	66.265	107.130	89.083	307.149	121.039	120.827
1078.000	117.980	360.168	89.996	216.173	3.487	68.404	203.867	46.225
1079.000	169.112	366.607	61.939	193.932	32.641	47.082	88.628	31.061
1080.000	295.423	194.067	21.325	246.240	223.182	73.690	151.879	130.232
1081.000	252.948	147.628	28.688	394.081	171.758	163.142	271.066	449.345
1082.000	208.022	117.352	77.041	331.635	269.004	200.847	195.683	213.909
1083.000	171.884	29.995	89.630	96.804	129.133	269.321	123.816	105.836
1084.000	213.063	77.805	64.239	90.730	38.387	160.808	128.148	133.669
1085.000	305.966	211.937	19.708	55.436	67.212	148.450	217.168	105.439
1086.000	328.654	173.533	62.015	17.908	108.332	97.184	100.252	340.303
1087.000	401.975	182.025	173.660	147.511	22.453	85.745	293.932	280.037
1088.000	250.040	167.235	117.980	128.586	75.608	231.916	188.196	30.313
1089.000	199.481	54.862	288.006	219.020	157.400	98.712	219.020	26.162
1090.000	67.925	129.024	351.973	414.257	72.699	94.163	242.168	97.565
1091.000	20.530	160.197	150.929	192.189	245.181	146.108	124.676	141.938
1092.000	107.130	179.560	223.038	255.102	277.298	89.174	84.942	37.673
1093.000	266.005	79.259	98.233	144.015	70.495	38.208	5.590	70.171
1094.000	199.345	124.246	241.418	112.694	427.522	36.848	28.637	22.775
1095.000	38.089	102.487	159.343	128.258	536.686	93.976	139.762	57.101
1096.000	284.414	54.791	155.228	78.232	254.947	299.084	194.605	133.669
1097.000	110.858	76.787	187.007	24.991	136.248	177.111	72.535	133.781
1098.000	97.565	233.388	97.089	268.372	94.257	359.985	23.658	401.201
1099.000	136.135	290.633	64.161	251.110	81.509	288.990	8.078	221.886
1100.000	80.467	151.879	311.732	73.607	215.890	296.918	14.716	289.811
1101.000	241.268	111.774	35.398	96.899	204.419	407.216	17.101	299.084
1102.000	200.710	152.355	45.376	59.905	174.679	386.835	83.085	204.833
1103.000	270.272	174.807	182.155	49.090	120.191	402.749	72.699	647.400
1104.000	98.425	237.683	202.766	13.062	200.300	414.454	33.977	453.651
1105.000	177.625	182.677	27.209	18.031	295.921	543.864	137.829	413.080
1106.000	334.630	140.219	17.990	75.189	180.725	91.559	199.345	80.467
1107.000	160.319	166.487	76.028	29.731	170.748	109.137	83.261	140.905
1108.000	237.237	114.649	274.733	33.361	13.520	160.808	41.125	233.388
1109.000	327.955	142.514	146.458	80.900	246.391	272.817	48.752	333.395
1110.000	116.101	142.859	151.167	213.768	249.125	221.886	60.655	418.985
1111.000	108.936	109.036	96.424	178.785	243.371	101.027	241.568	381.350
1112.000	182.807	165.989	145.060	208.858	211.376	274.093	167.984	303.607
1113.000	72.864	169.489	105.043	78.317	95.385	274.253	124.461	132.001
